dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,2.135963,1.317500,2.136161,2.892926,1.981456,0.000000,0.000000
0.020000,2.194614,1.317500,2.194813,2.932555,1.981456,-0.000000,0.000000
0.020000,2.254058,1.317500,2.254256,2.972184,1.981456,-0.000000,0.000000
0.020000,2.314294,1.317500,2.314493,3.011813,1.981456,0.000000,0.000000
0.020000,2.375323,1.317500,2.375521,3.051442,1.981456,0.000000,0.000000
0.020000,2.437145,1.317500,2.437343,3.091072,1.981456,-0.000000,0.000000
0.020000,2.499547,1.317500,2.499746,3.120141,1.453489,-26.398366,0.000000
0.020000,2.561924,1.317500,2.562122,3.118837,-0.065207,-75.934769,0.000000
0.020000,2.623693,1.317500,2.623892,3.088463,-1.518695,-72.674440,0.000000
0.020000,2.684670,1.317500,2.684868,3.048834,-1.981456,-23.138037,0.000000
0.020000,2.744854,1.317500,2.745052,3.009205,-1.981456,0.000000,0.000000
0.020000,2.804246,1.317500,2.804444,2.969576,-1.981456,0.000000,0.000000
0.020000,2.862845,1.317500,2.863043,2.929947,-1.981456,-0.000000,0.000000
0.020000,2.920651,1.317500,2.920849,2.890318,-1.981456,0.000000,0.000000
0.020000,2.977665,1.317500,2.977863,2.850689,-1.981456,-0.000000,0.000000
0.020000,3.033886,1.317500,3.034084,2.811059,-1.981456,0.000000,0.000000
0.020000,3.089315,1.317500,3.089513,2.771430,-1.981456,0.000000,0.000000
0.020000,3.143951,1.317500,3.144149,2.731801,-1.981456,0.000000,0.000000
0.020000,3.197794,1.317500,3.197992,2.692172,-1.981456,0.000000,0.000000
0.020000,3.250845,1.317500,3.251043,2.652543,-1.981456,-0.000000,0.000000
0.020000,3.303103,1.317500,3.303301,2.612914,-1.981456,0.000000,0.000000
0.020000,3.354569,1.317500,3.354767,2.573285,-1.981456,0.000000,0.000000
0.020000,3.405242,1.317500,3.405440,2.533656,-1.981456,-0.000000,0.000000
0.020000,3.455123,1.317500,3.455321,2.494026,-1.981456,0.000000,0.000000
0.020000,3.504211,1.317500,3.504409,2.454397,-1.981456,0.000000,0.000000
0.020000,3.552506,1.317500,3.552704,2.414768,-1.981456,-0.000000,0.000000
0.020000,3.600009,1.317500,3.600207,2.375139,-1.981456,-0.000000,0.000000
0.020000,3.646719,1.317500,3.646917,2.335510,-1.981456,0.000000,0.000000
0.020000,3.692636,1.317500,3.692835,2.295881,-1.981456,-0.000000,0.000000
0.020000,3.737762,1.317500,3.737960,2.256252,-1.981456,-0.000000,0.000000
0.020000,3.782094,1.317500,3.782292,2.216623,-1.981456,0.000000,0.000000
0.020000,3.825634,1.317500,3.825832,2.176993,-1.981456,-0.000000,0.000000
0.020000,3.868381,1.317500,3.868579,2.137364,-1.981456,0.000000,0.000000
0.020000,3.910336,1.317500,3.910534,2.097735,-1.981456,0.000000,0.000000
0.020000,3.951498,1.317500,3.951696,2.058106,-1.981456,-0.000000,0.000000
0.020000,3.991867,1.317500,3.992066,2.018477,-1.981456,0.000000,0.000000
0.020000,4.031444,1.317500,4.031643,1.978848,-1.981456,0.000000,0.000000
0.020000,4.070229,1.317500,4.070427,1.939219,-1.981456,-0.000000,0.000000
0.020000,4.108221,1.317500,4.108419,1.899590,-1.981456,0.000000,0.000000
0.020000,4.145420,1.317500,4.145618,1.859960,-1.981456,-0.000000,0.000000
0.020000,4.181826,1.317500,4.182025,1.820331,-1.981456,0.000000,0.000000
0.020000,4.217441,1.317500,4.217639,1.780702,-1.981456,0.000000,0.000000
0.020000,4.252262,1.317500,4.252460,1.741073,-1.981456,-0.000000,0.000000
0.020000,4.286291,1.317500,4.286489,1.701444,-1.981456,0.000000,0.000000
0.020000,4.319527,1.317500,4.319725,1.661815,-1.981456,0.000000,0.000000
0.020000,4.351971,1.317500,4.352169,1.622186,-1.981456,-0.000000,0.000000
0.020000,4.383622,1.317500,4.383820,1.582557,-1.981456,0.000000,0.000000
0.020000,4.414481,1.317500,4.414679,1.542928,-1.981456,0.000000,0.000000
0.020000,4.444547,1.317500,4.444745,1.503298,-1.981456,-0.000000,0.000000
0.020000,4.473820,1.317500,4.474018,1.463669,-1.981456,0.000000,0.000000
0.020000,4.502301,1.317500,4.502499,1.424040,-1.981456,-0.000000,0.000000
0.020000,4.529989,1.317500,4.530187,1.384411,-1.981456,0.000000,0.000000
0.020000,4.556885,1.317500,4.557083,1.344782,-1.981456,0.000000,0.000000
0.020000,4.582988,1.317500,4.583186,1.305153,-1.981456,-0.000000,0.000000
0.020000,4.608298,1.317500,4.608496,1.265524,-1.981456,0.000000,0.000000
0.020000,4.632816,1.317500,4.633014,1.225895,-1.981456,0.000000,0.000000
0.020000,4.656541,1.317500,4.656739,1.186265,-1.981456,-0.000000,0.000000
0.020000,4.679474,1.317500,4.679672,1.146636,-1.981456,0.000000,0.000000
0.020000,4.701614,1.317500,4.701812,1.107007,-1.981456,-0.000000,0.000000
0.020000,4.722962,1.317500,4.723160,1.067378,-1.981456,0.000000,0.000000
0.020000,4.743517,1.317500,4.743715,1.027749,-1.981456,0.000000,0.000000
0.020000,4.763279,1.317500,4.763477,0.988120,-1.981456,-0.000000,0.000000
0.020000,4.782249,1.317500,4.782447,0.948491,-1.981456,0.000000,0.000000
0.020000,4.800426,1.317500,4.800624,0.908862,-1.981456,0.000000,0.000000
0.020000,4.817811,1.317500,4.818009,0.869232,-1.981456,-0.000000,0.000000
0.020000,4.834403,1.317500,4.834601,0.829603,-1.981456,0.000000,0.000000
0.020000,4.850202,1.317500,4.850400,0.789974,-1.981456,-0.000000,0.000000
0.020000,4.865209,1.317500,4.865407,0.750345,-1.981456,0.000000,0.000000
0.020000,4.879424,1.317500,4.879622,0.710716,-1.981456,-0.000000,0.000000
0.020000,4.892845,1.317500,4.893043,0.671087,-1.981456,0.000000,0.000000
0.020000,4.905474,1.317500,4.905673,0.631458,-1.981456,0.000000,0.000000
0.020000,4.917311,1.317500,4.917509,0.591829,-1.981456,-0.000000,0.000000
0.020000,4.928355,1.317500,4.928553,0.552199,-1.981456,0.000000,0.000000
0.020000,4.938606,1.317500,4.938805,0.512570,-1.981456,-0.000000,0.000000
0.020000,4.948065,1.317500,4.948263,0.472941,-1.981456,-0.000000,0.000000
0.020000,4.956731,1.317500,4.956930,0.433312,-1.981456,0.000000,0.000000
0.020000,4.964605,1.317500,4.964803,0.393683,-1.981456,-0.000000,0.000000
0.020000,4.971686,1.317500,4.971884,0.354054,-1.981456,0.000000,0.000000
0.020000,4.977975,1.317500,4.978173,0.314425,-1.981456,0.000000,0.000000
0.020000,4.983471,1.317500,4.983669,0.274796,-1.981456,-0.000000,0.000000
0.020000,4.988174,1.317500,4.988372,0.235166,-1.981456,0.000000,0.000000
0.020000,4.992085,1.317500,4.992283,0.195537,-1.981456,-0.000000,0.000000
0.020000,4.995203,1.317500,4.995401,0.155908,-1.981456,0.000000,0.000000
0.020000,4.997528,1.317500,4.997727,0.116279,-1.981456,-0.000000,0.000000
0.020000,4.999061,1.317500,4.999260,0.076650,-1.981456,0.000000,0.000000
0.020000,4.999815,1.317500,5.000013,0.037673,-1.948853,1.630165,0.000000
0.020000,5.000000,1.317500,5.000198,0.009255,-1.420886,26.398366,0.000000
0.020000,5.000000,1.317500,5.000198,0.000000,-0.462761,47.906238,0.000000
