dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,1.854597,1.000000,1.859597,2.714595,1.981456,0.000000,0.000000
0.020000,1.909285,1.000000,1.914285,2.754224,1.981456,0.000000,0.000000
0.020000,1.964766,1.000000,1.969766,2.793853,1.981456,-0.000000,0.000000
0.020000,2.021039,1.000000,2.026039,2.833482,1.981456,0.000000,0.000000
0.020000,2.078105,1.000000,2.083105,2.873111,1.981456,0.000000,0.000000
0.020000,2.135963,1.000000,2.140963,2.912740,1.981456,0.000000,0.000000
0.020000,2.194614,1.000000,2.199614,2.952370,1.981456,0.000000,0.000000
0.020000,2.254058,1.000000,2.259058,2.991999,1.981456,-0.000000,0.000000
0.020000,2.314294,1.000000,2.319294,3.031628,1.981456,0.000000,0.000000
0.020000,2.375323,1.000000,2.380323,3.071257,1.981456,-0.000000,0.000000
0.020000,2.437145,1.000000,2.442145,3.110886,1.981456,0.000000,0.000000
0.020000,2.499547,1.000000,2.504547,3.129397,0.925521,-52.796732,0.000000
0.020000,2.561924,1.000000,2.566924,3.108278,-1.055935,-99.072806,0.000000
0.020000,2.623693,1.000000,2.628693,3.068649,-1.981456,-46.276074,0.000000
0.020000,2.684670,1.000000,2.689670,3.029020,-1.981456,0.000000,0.000000
0.020000,2.744854,1.000000,2.749854,2.989390,-1.981456,-0.000000,0.000000
0.020000,2.804246,1.000000,2.809246,2.949761,-1.981456,0.000000,0.000000
0.020000,2.862845,1.000000,2.867845,2.910132,-1.981456,0.000000,0.000000
0.020000,2.920651,1.000000,2.925651,2.870503,-1.981456,0.000000,0.000000
0.020000,2.977665,1.000000,2.982665,2.830874,-1.981456,0.000000,0.000000
0.020000,3.033886,1.000000,3.038886,2.791245,-1.981456,-0.000000,0.000000
0.020000,3.089315,1.000000,3.094315,2.751616,-1.981456,0.000000,0.000000
0.020000,3.143951,1.000000,3.148951,2.711987,-1.981456,0.000000,0.000000
0.020000,3.197794,1.000000,3.202794,2.672357,-1.981456,-0.000000,0.000000
0.020000,3.250845,1.000000,3.255845,2.632728,-1.981456,0.000000,0.000000
0.020000,3.303103,1.000000,3.308103,2.593099,-1.981456,0.000000,0.000000
0.020000,3.354569,1.000000,3.359569,2.553470,-1.981456,0.000000,0.000000
0.020000,3.405242,1.000000,3.410242,2.513841,-1.981456,0.000000,0.000000
0.020000,3.455123,1.000000,3.460123,2.474212,-1.981456,-0.000000,0.000000
0.020000,3.504211,1.000000,3.509211,2.434583,-1.981456,0.000000,0.000000
0.020000,3.552506,1.000000,3.557506,2.394954,-1.981456,0.000000,0.000000
0.020000,3.600009,1.000000,3.605009,2.355325,-1.981456,-0.000000,0.000000
0.020000,3.646719,1.000000,3.651719,2.315695,-1.981456,0.000000,0.000000
0.020000,3.692636,1.000000,3.697636,2.276066,-1.981456,0.000000,0.000000
0.020000,3.737762,1.000000,3.742762,2.236437,-1.981456,0.000000,0.000000
0.020000,3.782094,1.000000,3.787094,2.196808,-1.981456,0.000000,0.000000
0.020000,3.825634,1.000000,3.830634,2.157179,-1.981456,-0.000000,0.000000
0.020000,3.868381,1.000000,3.873381,2.117550,-1.981456,0.000000,0.000000
0.020000,3.910336,1.000000,3.915336,2.077921,-1.981456,0.000000,0.000000
